forecast_date,target,target_end_date,location,type,quantile,value
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.01,223
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.025,238
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.05,251
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.1,274.9
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.15,288.85
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.2,296
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.25,307
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.3,314
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.35,322.65
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.4,329.6
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.45,337
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.5,342
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.55,350
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.6,356
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.65,365
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.7,372
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.75,380
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.8,389
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.85,403.15
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.9,420.1
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.95,448.05
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.975,473.075
2020-07-13,1 wk ahead cum death,2020-07-18,04,quantile,0.99,492.04
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.01,223
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.025,238
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.05,251
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.1,274.9
2020-07-13,1 wk ahead inc death,2020-07-18,04,quantile,0.15,288.85
