forecast_date,target,target_end_date,location,type,quantile,value
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.01,295.96
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.025,318.95
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.05,340.95
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.1,370.9
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.15,397
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.2,412
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.25,430
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.3,445
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.35,460
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.4,478.6
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.45,492
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.5,506.5
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.55,525
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.6,546
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.65,563.35
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.7,586
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.75,604
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.8,634
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.85,666
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.9,702.2
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.95,765
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.975,808.225
2020-07-27,1 wk ahead cum death,2020-08-01,04,quantile,0.99,874
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.01,295.96
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.025,318.95
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.05,340.95
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.1,370.9
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.15,397
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.2,412
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.25,430
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.3,445
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.35,460
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.4,478.6
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.45,492
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.5,506.5
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.55,525
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.6,546
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.65,563.35
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.7,586
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.75,604
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.8,634
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.85,666
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.9,702.2
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.95,765
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.975,808.225
2020-07-27,1 wk ahead inc death,2020-08-01,04,quantile,0.99,874
2020-07-27,1 wk ahead cum death,2020-08-01,06,quantile,0.01,427
2020-07-27,1 wk ahead cum death,2020-08-01,06,quantile,0.025,488.825
2020-07-27,1 wk ahead cum death,2020-08-01,06,quantile,0.05,523
2020-07-27,1 wk ahead cum death,2020-08-01,06,quantile,0.1,565.7
2020-07-27,1 wk ahead cum death,2020-08-01,06,quantile,0.15,605
2020-07-27,1 wk ahead cum death,2020-08-01,06,quantile,0.2,654.2
2020-07-27,1 wk ahead cum death,2020-08-01,06,quantile,0.25,686
